location,size,total_sqft,bath,price,enc_loc
Marathahalli,2,950.0,2,46.7,153
others,2,1130.0,2,68.0,219
Marathahalli,3,1550.0,3,85.0,153
Hoodi,3,1715.0,2,100.0,91
Hennur Road,2,1053.0,2,53.0,90
Begur Road,3,1200.0,3,50.0,40
Chikkabanavar,5,2400.0,4,97.0,55
others,2,1245.0,1,60.0,219
Thanisandra,3,1241.0,2,65.0,199
others,3,1390.0,2,50.0,219
Kanakpura Road,3,1100.0,2,52.97,120
Sarjapur  Road,3,1691.0,3,93.01,185
Chikka Tirupathi,3,2325.0,3,95.0,54
Akshaya Nagar,3,1896.0,3,102.0,12
Hormavu,3,1365.0,2,65.0,94
Thanisandra,1,580.0,1,27.5,199
8th Phase JP Nagar,2,1513.0,2,62.0,8
Whitefield,2,1190.0,2,59.0,213
Sarjapur  Road,2,1028.0,2,56.0,185
Whitefield,2,1160.0,2,67.0,213
Mahadevpura,3,1505.0,3,78.0,149
others,2,1100.0,2,57.6,219
Devanahalli,2,1230.0,2,56.45,62
others,5,3100.0,6,165.0,219
others,2,1340.0,2,71.0,219
Banashankari,3,1750.0,2,89.0,27
Nagarbhavi,3,1350.0,3,60.0,161
others,3,1675.0,3,62.0,219
Thanisandra,2,1340.0,2,66.33,199
Hulimavu,2,1276.0,2,76.0,99
Ramagondanahalli,3,1738.0,2,76.0,179
others,2,1190.0,2,59.9,219
Electronic City,2,1128.0,2,65.45,70
others,2,1250.0,2,55.0,219
Kudlu,2,1084.0,2,53.0,140
Kaggadasapura,4,2150.0,4,90.0,111
Hosur Road,2,1250.0,2,65.0,98
Begur,3,1304.0,3,65.0,39
others,2,1275.0,2,49.5,219
Banjara Layout,3,2500.0,4,140.0,33
Anekal,3,2400.0,4,95.0,18
Kanakpura Road,3,1450.0,2,70.18,120
Electronic City,2,890.0,2,40.0,70
Kengeri,2,750.0,2,40.0,128
Akshaya Nagar,2,1300.0,2,66.0,12
others,3,1900.0,2,92.0,219
others,2,925.0,2,55.0,219
Uttarahalli,2,1107.0,2,45.0,205
Electronics City Phase 1,2,1300.0,2,67.0,72
others,3,1715.0,3,95.0,219
Uttarahalli,2,1200.0,2,55.0,205
Marathahalli,2,1144.0,2,65.0,153
Kanakpura Road,1,525.0,1,26.01,120
others,3,1400.0,2,56.0,219
Balagere,1,661.0,1,33.0,26
Kengeri Satellite Town,5,1200.0,5,70.0,129
Yelahanka,3,1705.0,3,91.0,215
Kadugodi,3,1430.0,2,55.0,110
Marathahalli,2,1240.0,2,55.0,153
Kudlu,2,1300.0,2,56.0,140
Whitefield,2,1216.0,2,66.88,213
Jigani,3,1252.0,3,59.0,106
Hormavu,2,1196.0,2,44.8,94
others,3,1270.0,2,57.15,219
Kothannur,3,1215.0,2,48.6,138
Banaswadi,2,1008.0,2,52.0,32
JP Nagar,3,1590.0,2,85.0,102
Hosakerehalli,3,1795.0,3,64.62,96
Gottigere,4,3000.0,3,132.0,77
Electronic City,2,825.0,2,35.0,70
others,3,1254.0,2,70.0,219
Ramagondanahalli,3,2040.0,3,114.0,179
others,3,1820.0,3,79.5,219
Horamavu Agara,3,1623.0,3,89.0,92
Gottigere,3,1613.0,3,72.0,77
Sarjapur  Road,3,1181.0,2,65.0,185
Subramanyapura,3,1260.0,2,75.0,195
others,3,1500.0,3,56.0,219
Whitefield,3,1530.0,3,73.0,213
Raja Rajeshwari Nagar,2,945.0,2,45.0,176
Sarjapur  Road,3,1691.0,3,100.0,185
Kengeri,1,600.0,1,35.0,128
others,3,1950.0,2,89.5,219
Abbigere,2,795.0,1,32.6,11
others,2,1263.0,2,51.5,219
Hennur,3,1345.0,2,69.0,89
others,5,4400.0,5,240.0,219
Electronic City,3,1360.0,2,58.0,70
Sarjapur  Road,2,1026.0,2,60.55,185
others,2,1050.0,2,38.0,219
Uttarahalli,3,1460.0,3,76.0,205
others,3,1525.0,2,91.48,219
Bisuvanahalli,3,1075.0,2,44.0,45
others,3,2000.0,3,100.0,219
Akshaya Nagar,2,1225.0,2,68.0,12
others,2,1220.0,2,56.0,219
others,1,1500.0,2,85.0,219
Kaggadasapura,2,1361.0,2,79.0,111
1st Phase JP Nagar,2,1394.0,2,85.0,2
others,4,5000.0,5,300.0,219
Yeshwanthpur,2,1167.0,2,64.08,218
Kannamangala,4,2422.0,4,135.0,121
others,2,1000.0,2,50.0,219
Kundalahalli,2,1260.0,2,58.0,143
Jigani,2,939.0,2,39.0,106
8th Phase JP Nagar,2,1298.0,2,59.0,8
Subramanyapura,2,1000.0,2,45.0,195
Ramagondanahalli,3,3350.0,3,150.0,179
Hulimavu,2,1500.0,2,90.0,99
Akshaya Nagar,2,1179.0,2,51.0,12
Hulimavu,2,1315.0,2,60.48,99
Jalahalli East,2,1010.0,2,52.0,105
Kaval Byrasandra,2,1025.0,2,60.0,126
Hennur Road,2,1195.0,2,59.0,90
Whitefield,2,1012.0,2,58.0,213
Harlur,3,1710.0,3,85.0,85
Uttarahalli,3,1500.0,3,68.0,205
Kodichikkanahalli,3,1310.0,2,53.0,131
Hoodi,3,1350.0,3,70.0,91
others,3,715.0,2,29.0,219
CV Raman Nagar,2,1040.0,2,50.0,51
Haralur Road,3,1817.0,3,110.0,84
others,2,1205.0,2,47.0,219
others,2,1070.0,2,52.0,219
Amruthahalli,2,1340.0,2,75.0,15
Kalena Agrahara,2,980.0,2,35.0,114
8th Phase JP Nagar,2,1006.0,2,44.0,8
Mico Layout,2,1200.0,2,53.5,155
Sarjapur  Road,2,1019.0,2,62.0,185
others,3,1537.0,3,81.0,219
others,2,1050.0,2,45.0,219
Kanakpura Road,3,1452.0,3,55.6,120
Yelahanka,3,1890.0,4,85.0,215
Electronic City Phase II,2,972.0,2,40.0,71
Electronic City,1,630.0,1,33.7,70
others,3,1255.0,2,60.0,219
Doddaballapur,3,2440.0,3,142.0,64
Kanakpura Road,3,1938.0,3,92.69,120
Sarjapur  Road,1,691.0,1,31.1,185
Haralur Road,2,1285.0,2,78.0,84
Hebbal,3,1590.0,3,96.0,86
9th Phase JP Nagar,3,1571.0,3,65.0,9
Garudachar Palya,2,1060.0,2,48.66,75
Bannerghatta Road,3,1520.0,2,81.0,35
Kanakpura Road,3,1530.0,2,70.99,120
others,2,1170.0,2,45.51,219
OMBR Layout,3,1580.0,3,75.0,167
Ardendale,3,1777.26,3,89.0,20
Raja Rajeshwari Nagar,2,1303.0,2,55.78,176
Whitefield,3,1495.0,2,70.0,213
Yelahanka,3,1835.0,3,108.0,215
Haralur Road,2,1225.0,2,67.48,84
Balagere,1,656.0,1,34.77,26
Sarjapur  Road,2,994.0,2,45.0,185
Marathahalli,2,1156.0,2,52.0,153
JP Nagar,2,1250.0,2,60.0,102
Kumaraswami Layout,3,1310.0,2,70.0,142
Jalahalli,1,612.5,1,27.565,104
Kanakpura Road,2,1322.0,2,70.0,120
Kothanur,2,1160.0,2,57.0,139
5th Block Hbr Layout,2,1100.0,2,48.0,4
Chikkalasandra,2,1090.0,2,47.42,56
KR Puram,2,2000.0,2,75.0,108
others,2,1155.0,2,69.0,219
Vishveshwarya Layout,6,4000.0,6,230.0,210
Sarjapur  Road,4,3913.0,5,176.0,185
Yelahanka,3,1847.0,3,92.0,215
7th Phase JP Nagar,3,1515.0,2,76.0,7
Yelahanka,5,2500.0,3,120.0,215
Sarjapur  Road,2,1130.0,2,55.0,185
Bellandur,2,1049.0,2,51.0,41
Jakkur,2,1282.0,2,72.0,103
Kalena Agrahara,2,800.0,2,40.0,114
Magadi Road,3,1318.0,2,68.0,148
others,3,1555.0,2,67.0,219
Yelahanka,3,1890.0,3,109.0,215
Cox Town,2,1000.0,2,58.0,59
Singasandra,3,1510.0,3,75.0,191
Uttarahalli,2,1120.0,2,50.0,205
Talaghattapura,2,1175.0,2,62.0,198
Bellandur,3,1350.0,2,63.0,41
others,4,2180.0,4,115.0,219
Hebbal,2,1072.0,2,45.0,86
Murugeshpalya,3,1600.0,2,65.0,157
Rayasandra,5,3600.0,5,145.0,181
Jalahalli,3,2404.0,3,138.0,104
Doddathoguru,3,1208.0,3,45.0,66
Haralur Road,2,1225.0,2,69.84,84
Hebbal,2,1162.0,2,69.0,86
Thanisandra,3,1262.0,2,65.0,199
Channasandra,3,1500.0,3,61.95,53
others,3,1610.0,3,85.0,219
others,4,3150.0,3,135.0,219
Hosa Road,2,1170.0,2,65.0,95
Banashankari Stage VI,3,1423.0,2,71.73,31
Kaggadasapura,2,1106.0,2,40.0,111
others,2,1255.0,2,56.7,219
Babusapalaya,2,1061.0,2,38.95,25
others,2,600.0,2,29.5,219
others,2,907.0,2,55.43,219
Bellandur,2,1211.0,2,63.0,41
Balagere,2,1205.0,2,73.87,26
Yeshwanthpur,2,1164.0,2,64.08,218
others,2,1410.0,2,73.0,219
others,2,1150.0,2,42.0,219
others,2,1170.0,2,53.11,219
Hennur,2,1420.0,2,62.0,89
Panathur,2,1125.0,2,45.0,172
NRI Layout,3,1789.0,3,75.0,160
Kalena Agrahara,2,1222.0,2,48.0,114
Yelachenahalli,2,1103.0,2,55.0,214
others,2,1201.0,2,65.0,219
Sarjapur  Road,2,970.0,2,36.0,185
Sarjapur,2,920.0,2,33.0,184
Yeshwanthpur,3,1520.0,3,85.0,218
Sonnenahalli,3,1268.0,2,75.0,194
others,1,660.0,1,30.0,219
Hoskote,2,945.0,2,35.0,97
Harlur,4,2820.0,4,153.5,85
Thanisandra,2,1234.0,2,51.0,199
others,2,1050.0,2,40.0,219
Ramagondanahalli,2,1251.0,2,46.0,179
Yeshwanthpur,3,1677.0,3,92.13,218
Sarjapur  Road,2,1346.0,2,67.38,185
Kanakapura,3,1290.0,2,51.1,119
Garudachar Palya,2,1150.0,2,52.0,75
Ramamurthy Nagar,2,1050.0,2,51.66,180
Nagavarapalya,2,1134.0,2,55.0,164
Hebbal,2,1100.0,2,60.0,86
Anandapura,2,1200.0,2,50.0,16
others,2,420.0,1,25.0,219
Electronic City,3,1287.0,3,55.0,70
Sarjapur  Road,2,1045.0,2,42.15,185
Hormavu,2,1263.0,2,47.36,94
Whitefield,3,1431.0,3,85.0,213
others,3,1535.0,3,72.0,219
others,2,1265.0,2,68.0,219
Kudlu Gate,2,1215.0,2,44.96,141
Electronics City Phase 1,2,1028.0,2,51.0,72
Hegde Nagar,3,1835.0,2,92.0,88
Munnekollal,3,1800.0,3,65.0,156
Dasanapura,2,708.0,2,31.15,60
Hosakerehalli,2,925.0,2,46.25,96
Bannerghatta Road,3,2826.0,3,148.0,35
others,4,3500.0,4,150.0,219
others,4,5400.0,4,250.0,219
Kasavanhalli,2,1100.0,2,65.0,123
Kadubeesanahalli,2,1185.0,2,55.0,109
9th Phase JP Nagar,4,1900.0,4,80.0,9
others,1,660.0,1,35.0,219
1st Phase JP Nagar,4,4550.0,2,240.0,2
Bhoganhalli,2,1205.0,2,68.32,43
Haralur Road,2,1200.0,2,46.0,84
Akshaya Nagar,3,1421.0,2,73.0,12
6th Phase JP Nagar,3,1250.0,3,48.9,6
Whitefield,1,524.0,1,29.0,213
HSR Layout,5,4200.0,5,245.0,83
Rachenahalli,2,985.0,2,50.17,175
Whitefield,4,2830.0,4,161.0,213
others,2,1140.0,2,60.0,219
5th Block Hbr Layout,5,3600.0,5,130.0,4
Raja Rajeshwari Nagar,3,1700.0,2,86.0,176
Devanahalli,2,1360.0,2,62.425,62
others,3,1458.0,2,87.0,219
Electronic City,2,1386.0,2,85.0,70
others,1,550.0,1,27.0,219
others,2,1081.0,2,39.0,219
Whitefield,4,2500.0,4,100.0,213
 Devarachikkanahalli,2,991.0,2,40.0,0
Gottigere,3,1493.0,2,90.0,77
Subramanyapura,3,2495.0,3,130.0,195
Electronic City,2,1025.0,2,50.0,70
Whitefield,4,3075.0,2,188.0,213
others,2,1175.0,2,52.86,219
KR Puram,2,1100.0,2,45.0,108
others,3,1426.0,2,71.0,219
Electronic City Phase II,1,650.0,1,35.0,71
Yeshwanthpur,1,674.0,1,36.85,218
others,1,936.0,1,53.0,219
others,2,1200.0,2,54.0,219
Hormavu,2,1015.0,2,39.08,94
Budigere,2,1153.0,2,60.0,50
Kengeri,2,1035.0,2,51.5,128
Uttarahalli,2,1150.0,2,46.0,205
Brookefield,2,1225.0,2,72.0,49
others,3,1350.0,3,60.0,219
Channasandra,2,830.0,2,36.28,53
Jalahalli,2,905.0,2,55.0,104
Vijayanagar,3,1375.0,2,75.0,209
Hormavu,3,1550.0,2,60.0,94
Kannamangala,2,957.0,2,55.0,121
9th Phase JP Nagar,2,890.0,2,45.0,9
Rachenahalli,2,925.0,2,37.0,175
Kammasandra,2,1415.0,2,60.0,118
Hennur Road,4,2000.0,4,90.0,90
others,1,1200.0,1,45.0,219
Bhoganhalli,2,1260.0,2,69.9,43
others,2,1092.0,2,49.0,219
others,2,827.0,2,34.0,219
TC Palaya,1,1350.0,1,55.0,197
Kanakpura Road,2,700.0,2,34.0,120
others,2,800.0,2,32.0,219
Sonnenahalli,3,1415.0,2,65.0,194
Kambipura,2,883.0,2,37.01,116
Yelahanka,1,700.0,1,38.0,215
Battarahalli,3,2082.0,3,104.0,38
Electronic City Phase II,2,1155.0,2,57.0,71
Bannerghatta,2,1200.0,2,73.2,34
others,2,1055.0,2,43.0,219
Bellandur,3,1420.0,3,62.0,41
KR Puram,2,1035.0,2,40.0,108
Yelahanka New Town,1,488.0,1,20.0,216
others,5,2760.0,5,140.0,219
others,2,993.0,2,42.0,219
Hoodi,2,1225.0,2,45.0,91
Sompura,2,825.0,2,32.0,193
Electronic City Phase II,3,1800.0,3,92.0,71
Kanakpura Road,2,1167.0,2,63.0,120
Sarjapur,2,1150.0,2,41.0,184
Sarjapur  Road,1,675.0,1,27.0,185
others,2,2260.0,3,90.0,219
others,1,720.0,1,32.39,219
Yelahanka New Town,2,1100.0,2,58.0,216
others,2,550.0,1,20.0,219
Uttarahalli,3,1330.0,2,58.0,205
Banashankari,3,1770.0,3,108.0,27
Prithvi Layout,3,2100.0,3,125.0,173
Pai Layout,2,1000.0,2,42.0,171
Kanakpura Road,3,1419.59,2,65.0,120
Kodihalli,3,1400.0,3,81.0,134
Horamavu Agara,2,750.0,2,37.49,92
Sarjapur  Road,3,1773.5,2,102.92,185
Electronic City,2,1342.0,2,72.0,70
Kanakapura,1,938.0,1,50.0,119
Budigere,3,1820.0,3,99.0,50
Kanakpura Road,3,1665.0,3,78.0,120
Bommanahalli,2,1091.0,2,40.0,46
Brookefield,4,3675.0,4,176.0,49
Whitefield,2,1059.0,2,57.0,213
Yelahanka,3,1491.0,3,85.0,215
Yelahanka,4,2088.0,5,110.0,215
Hulimavu,1,581.0,1,29.0,99
others,2,1296.0,2,70.0,219
others,2,1125.0,2,55.0,219
Electronic City,3,1275.0,3,70.0,70
Kothanur,2,1095.0,2,55.0,139
Old Madras Road,2,1330.0,2,74.0,169
Marathahalli,2,1135.0,2,60.0,153
others,2,1194.0,2,51.0,219
Electronic City,2,770.0,1,38.0,70
Chikkalasandra,3,1355.0,3,54.2,56
Sultan Palaya,2,1070.0,2,49.0,196
Ambalipura,2,1700.0,2,76.0,13
Yeshwanthpur,3,1383.0,2,76.18,218
others,5,3000.0,4,170.0,219
Hulimavu,2,935.0,2,45.0,99
KR Puram,2,1116.0,2,45.0,108
others,2,1300.0,2,63.0,219
Horamavu Agara,1,625.0,1,27.0,92
Ramamurthy Nagar,3,2316.0,3,125.0,180
Electronic City,2,1005.0,2,39.77,70
Vishwapriya Layout,2,910.0,2,36.0,211
Hormavu,2,1200.0,2,73.0,94
Electronic City,2,1110.0,2,39.9,70
Kothanur,2,1142.0,2,56.0,139
2nd Stage Nagarbhavi,5,4000.0,4,240.0,3
AECS Layout,2,1005.0,2,55.0,10
Kothanur,2,1074.0,2,54.0,139
others,2,1007.0,2,48.0,219
Kasavanhalli,2,1230.0,2,66.25,123
others,2,1298.0,2,65.0,219
Kothanur,2,1285.0,2,60.0,139
Electronic City,3,1644.0,3,92.59,70
Raja Rajeshwari Nagar,2,1270.0,2,62.0,176
Jigani,3,1221.0,3,70.0,106
others,3,840.0,2,35.0,219
Kanakpura Road,2,1339.0,2,63.0,120
Raja Rajeshwari Nagar,2,1250.0,2,68.0,176
Electronic City,2,1250.0,2,62.0,70
others,3,1312.0,2,56.5,219
Kadugodi,4,3000.0,4,134.0,110
Whitefield,3,1990.0,3,98.0,213
others,2,760.0,2,38.5,219
Kadugodi,3,1614.0,2,59.0,110
others,3,1182.0,2,60.1,219
others,2,1053.0,2,46.29,219
Electronic City Phase II,3,1940.0,4,116.0,71
others,2,1035.0,2,52.79,219
Raja Rajeshwari Nagar,3,1260.0,2,62.0,176
Bisuvanahalli,3,1080.0,2,65.0,45
Kasavanhalli,2,1189.0,2,45.0,123
Tumkur Road,2,1035.0,2,39.0,203
Kaggalipura,3,1210.0,2,65.0,112
Chikkalasandra,3,1350.0,2,54.2,56
others,3,1460.0,2,87.0,219
Panathur,2,980.0,2,57.0,172
Subramanyapura,2,929.0,1,51.0,195
Budigere,2,1172.0,2,56.725,50
Yeshwanthpur,1,672.0,1,36.85,218
others,2,1250.0,2,65.0,219
Whitefield,4,3565.0,4,218.0,213
KR Puram,2,1290.0,2,69.0,108
Sarjapur,3,1333.0,3,50.0,184
Thanisandra,1,747.0,1,34.355,199
Kudlu,3,1245.0,2,60.0,140
others,2,967.0,2,47.8,219
Brookefield,3,1518.0,3,80.0,49
KR Puram,3,1300.0,2,57.0,108
others,3,1798.0,3,73.0,219
KR Puram,2,866.28,2,36.38,108
Singasandra,2,1179.0,2,56.0,191
Haralur Road,3,1976.0,3,92.0,84
5th Phase JP Nagar,2,1190.0,2,61.8,5
Jakkur,3,1761.0,3,84.52,103
Electronic City,2,1128.0,2,64.8,70
others,1,509.0,1,20.0,219
Varthur,2,1045.0,2,40.65,206
others,4,3535.0,4,215.0,219
others,4,1800.0,3,82.0,219
Hebbal Kempapura,3,1436.0,2,75.0,87
others,3,1397.0,2,52.0,219
Kothanur,2,1140.0,2,56.0,139
Thanisandra,2,1140.0,2,59.0,199
Kanakpura Road,3,1450.0,3,60.9,120
Kodichikkanahalli,3,1400.0,3,66.0,131
others,2,1339.0,2,53.56,219
others,2,1305.0,2,52.0,219
Green Glen Layout,3,1740.0,3,80.0,78
Bannerghatta Road,2,1154.0,2,47.0,35
Hennur,2,1155.0,2,54.5,89
Sarjapur  Road,3,1525.0,2,63.0,185
Padmanabhanagar,2,1100.0,2,60.0,170
Hormavu,2,1250.0,2,65.0,94
Kothanur,2,1400.0,2,70.0,139
Electronic City,2,1060.0,2,55.0,70
Horamavu Banaswadi,2,1272.0,2,50.0,93
Karuna Nagar,3,1945.0,3,115.0,122
others,2,1235.0,2,52.76,219
others,2,850.0,2,42.5,219
Subramanyapura,3,1880.0,3,110.0,195
Kenchenahalli,2,1060.0,2,52.0,127
LB Shastri Nagar,2,1184.0,2,62.0,144
Hosa Road,5,900.0,5,55.0,95
Yelahanka,2,1185.0,2,45.0,215
Kanakpura Road,3,1300.0,3,64.0,120
others,3,1545.0,3,65.0,219
Jigani,3,1300.0,3,55.0,106
JP Nagar,2,1107.0,2,57.0,102
Bannerghatta Road,2,1000.0,2,44.5,35
Electronic City,1,710.0,1,40.42,70
Bannerghatta Road,2,1250.0,2,48.0,35
Kaggadasapura,5,2400.0,4,130.0,111
Kaggadasapura,3,1485.0,2,70.0,111
8th Phase JP Nagar,2,1245.0,2,59.0,8
others,2,1050.0,2,45.0,219
others,2,1165.0,2,65.0,219
Kengeri Satellite Town,2,1110.0,2,43.0,129
Jalahalli,3,1704.0,3,94.36,104
Sarjapur  Road,3,1222.0,2,68.0,185
Yelahanka,3,1517.0,3,71.28,215
5th Phase JP Nagar,5,4000.0,5,170.0,5
Whitefield,3,1345.0,3,58.0,213
EPIP Zone,4,3800.0,5,170.0,69
Chandapura,3,971.0,2,38.0,52
EPIP Zone,2,1810.0,2,65.0,69
others,2,1300.0,2,58.0,219
Thanisandra,2,1185.0,2,45.0,199
others,2,1350.0,2,68.0,219
Budigere,3,1590.0,3,76.16,50
others,3,1645.0,3,87.0,219
Hennur Road,3,1748.0,3,103.0,90
Kengeri Satellite Town,2,1170.0,2,50.0,129
Hulimavu,3,1320.0,2,65.0,99
others,6,2700.0,7,110.0,219
Mahadevpura,3,1500.0,2,70.0,149
Margondanahalli,3,1448.0,3,70.0,154
Sonnenahalli,2,1268.0,2,58.0,194
Ramamurthy Nagar,2,1101.0,2,50.0,180
others,2,1255.0,2,65.0,219
Kaggalipura,2,950.0,2,45.0,112
HBR Layout,2,1068.0,2,43.0,81
Yelahanka New Town,2,860.0,1,31.0,216
Yelahanka,3,1756.0,3,66.73,215
Hormavu,3,1604.0,3,68.0,94
Ananth Nagar,2,1010.0,2,38.0,17
Doddakallasandra,2,1010.0,2,41.0,65
Bannerghatta Road,3,1656.0,2,62.93,35
others,3,1451.0,3,68.0,219
others,3,4395.0,3,240.0,219
 Devarachikkanahalli,3,1700.0,3,71.0,0
KR Puram,2,1096.0,2,43.0,108
Nehru Nagar,3,1269.0,2,63.0,166
Kanakpura Road,3,1452.0,3,56.5,120
others,2,935.0,2,40.0,219
others,2,1220.0,2,65.0,219
Kengeri,1,410.0,1,15.0,128
Thanisandra,3,1573.0,3,90.0,199
Dodda Nekkundi,2,1135.0,2,58.0,63
others,1,1200.0,1,65.0,219
others,3,1800.0,3,95.0,219
others,3,2045.0,3,108.0,219
Sonnenahalli,2,1268.0,2,56.0,194
KR Puram,2,1204.0,2,58.0,108
others,3,1410.0,2,54.0,219
Hennur Road,2,1460.0,2,80.3,90
Dodda Nekkundi,2,1100.0,2,41.18,63
Sector 2 HSR Layout,3,1600.0,3,90.0,187
others,2,1250.0,2,55.0,219
Sarjapur  Road,3,1665.0,3,74.93,185
Singasandra,2,1416.0,2,67.0,191
Jigani,3,1231.0,3,58.0,106
Yelahanka,3,1664.0,3,73.95,215
TC Palaya,3,2000.0,3,76.0,197
Rajiv Nagar,2,972.0,2,43.0,178
Bellandur,2,1185.0,2,47.39,41
Green Glen Layout,3,1750.0,3,81.0,78
others,2,1200.0,2,54.0,219
Horamavu Agara,2,994.0,2,42.28,92
Thanisandra,2,1220.0,2,46.0,199
Tindlu,3,1370.07,3,65.0,202
Judicial Layout,2,900.0,2,40.0,107
others,1,418.0,1,17.0,219
ISRO Layout,2,1200.0,2,43.0,100
Talaghattapura,2,1062.0,2,42.48,198
Kanakpura Road,2,1120.0,2,51.0,120
Bannerghatta Road,2,1012.0,2,44.0,35
Kanakpura Road,2,1430.0,2,78.0,120
Channasandra,3,1195.0,2,56.0,53
Hennur Road,3,1570.0,3,75.99,90
Sonnenahalli,2,1011.0,2,59.0,194
Sarjapur  Road,2,1129.0,2,69.0,185
Sarjapur  Road,3,1180.0,2,45.0,185
Bannerghatta,4,940.0,4,45.0,34
TC Palaya,2,1082.0,2,64.0,197
others,1,610.0,1,28.0,219
CV Raman Nagar,2,1125.0,2,46.0,51
others,6,2400.0,7,107.0,219
Whitefield,2,1115.0,2,51.91,213
Rajaji Nagar,2,1200.0,2,70.0,177
others,2,950.0,2,57.0,219
Bellandur,2,1200.0,2,62.0,41
GM Palaya,3,1735.0,3,70.0,74
others,2,985.0,2,45.0,219
Chandapura,4,3300.0,4,135.0,52
Whitefield,2,1277.0,2,77.0,213
others,2,1100.0,2,62.0,219
others,4,1530.0,3,87.0,219
Jakkur,3,1880.0,4,110.0,103
Hennur,2,1255.0,2,52.35,89
Somasundara Palya,2,1140.0,2,46.0,192
others,4,2400.0,3,108.0,219
Sarjapur  Road,2,1034.0,2,38.0,185
Kasavanhalli,3,1719.0,3,71.0,123
Hosa Road,3,1470.0,2,84.22,95
Yelahanka,2,1140.0,2,50.66,215
Old Madras Road,3,2990.0,3,170.0,169
Bannerghatta Road,3,1660.0,3,85.0,35
Electronic City,3,1275.0,3,63.43,70
Bommasandra Industrial Area,3,1365.0,3,52.81,48
Banashankari Stage VI,3,1392.0,3,69.46,31
Whitefield,2,1245.0,2,59.76,213
Rayasandra,5,1200.0,3,65.0,181
Yeshwanthpur,2,1162.0,2,64.08,218
Singasandra,3,1476.0,2,73.0,191
others,6,3600.0,6,170.0,219
Jigani,2,943.0,2,48.0,106
Sarjapur  Road,2,1113.0,2,44.5,185
Varthur,3,1615.0,3,69.43,206
Sompura,3,1350.0,3,65.0,193
others,3,1525.0,3,68.63,219
Ardendale,3,1777.26,3,92.0,20
Bisuvanahalli,2,845.0,2,32.0,45
Varthur,2,1210.0,2,64.15,206
Hosur Road,3,1250.0,2,50.0,98
Marathahalli,3,1108.0,2,60.0,153
Kanakpura Road,3,1401.0,3,69.0,120
others,2,1185.0,2,42.66,219
Bannerghatta Road,3,1880.0,3,96.5,35
Yelachenahalli,2,1000.0,2,50.0,214
Electronic City,3,1518.0,3,75.0,70
Hennur,4,3517.0,2,161.5,89
others,2,1120.0,2,60.0,219
Hennur Road,2,1030.0,2,46.5,90
Hormavu,2,1075.0,2,53.7,94
Mysore Road,3,1080.0,2,60.0,158
others,6,5100.0,7,225.0,219
Singasandra,2,1139.7,2,45.0,191
Whitefield,2,1074.0,2,42.8,213
Sarjapur  Road,2,1323.0,2,74.0,185
Kalena Agrahara,2,900.0,2,40.0,114
Gunjur,3,1588.0,2,90.0,80
Hennur,3,1340.0,2,54.27,89
Nagavara,2,1247.0,2,58.56,163
Thanisandra,3,1595.0,3,96.0,199
Kaggadasapura,2,1175.0,2,50.0,111
others,2,1100.0,2,55.0,219
Yelahanka,2,1200.0,2,60.0,215
others,2,1000.0,2,45.0,219
Uttarahalli,2,1000.0,2,52.0,205
Yelahanka,3,1705.0,3,85.0,215
Tumkur Road,3,1060.0,2,58.3,203
others,3,1347.0,2,55.0,219
Whitefield,3,2280.0,4,125.0,213
others,2,1225.0,2,71.05,219
5th Phase JP Nagar,2,1080.0,2,53.0,5
Begur Road,2,1100.0,2,42.6,40
Kothanur,3,1581.0,3,76.0,139
Abbigere,2,985.0,2,38.92,11
Sarjapur,2,950.0,2,35.0,184
others,2,1339.0,2,55.0,219
others,3,1449.0,3,72.0,219
others,2,1100.0,2,55.0,219
Chandapura,2,800.0,1,30.0,52
Kanakpura Road,2,1220.0,2,60.0,120
Whitefield,2,1170.0,2,56.0,213
Electronic City Phase II,4,2187.5,4,105.0,71
Ambalipura,2,1060.0,2,58.5,13
Vittasandra,2,1404.0,2,72.0,212
Electronic City Phase II,2,1252.0,2,67.0,71
Hormavu,2,980.0,2,42.0,94
Banashankari,3,1420.0,3,66.0,27
Kaggadasapura,4,3000.0,4,130.0,111
others,2,1175.0,2,70.0,219
others,2,1145.0,2,51.0,219
Bhoganhalli,2,970.0,2,52.5,43
Whitefield,3,1639.5,3,92.63,213
9th Phase JP Nagar,4,5000.0,4,300.0,9
Jalahalli,1,1200.0,2,66.0,104
Yeshwanthpur,2,1166.0,2,64.08,218
Whitefield,2,1390.0,2,72.0,213
Kengeri,1,416.0,1,17.19,128
Bannerghatta Road,3,1453.0,2,73.0,35
Thanisandra,2,1226.0,2,65.0,199
Hegde Nagar,3,1168.0,2,68.0,88
Whitefield,3,1634.0,3,68.0,213
Nagasandra,3,1650.0,3,95.0,162
Whitefield,2,1190.0,2,70.0,213
others,3,1559.0,3,62.0,219
Kodichikkanahalli,2,976.0,2,50.0,131
Ramagondanahalli,2,1151.0,2,46.0,179
others,2,1060.0,2,52.0,219
HSR Layout,2,1100.0,2,44.0,83
GM Palaya,3,1643.0,2,70.0,74
Jakkur,2,1291.0,2,75.0,103
Mahadevpura,2,1236.0,2,58.0,149
Pai Layout,6,3800.0,6,175.0,171
Harlur,2,1225.0,2,56.0,85
Kudlu Gate,3,1850.0,3,110.0,141
others,4,3150.0,4,180.0,219
Jigani,2,918.0,2,56.0,106
